Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_oregano,Test_Overall,Test_cloves,Test_cumin,Test_oregano,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",94.79,100.0,94.44,90.77,98.08,100.0,100.0,93.75,"[cumin.real.9511a582c32f.csv] cloves:57, cumin:6, oregano:0 → cloves (57 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, oregano:0 → cumin (18 / 18) ✅ | [oregano.real.552189cd9ba7.csv] cloves:62, cumin:0, oregano:0 → cloves (62 / 62) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, oregano:0 → cloves (18 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:36, cumin:0, oregano:0 → cloves (36 / 36) ✅",0.156,-3.29,3.29
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],94.44,91.96,97.37,93.93,80.57,81.97,94.96,63.3,"[cumin.real.9511a582c32f.csv] cloves:50, cumin:217, oregano:121 → cumin (217 / 388) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:101, cumin:143, oregano:144 → oregano (144 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:25, cumin:363, oregano:0 → cumin (363 / 388) ✅ | [cumin.24c868eadb47.csv] cloves:1, cumin:118, oregano:1 → cumin (118 / 120) ✅ | [oregano.real.552189cd9ba7.csv] cloves:362, cumin:24, oregano:0 → cloves (362 / 386) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:48, cumin:30, oregano:42 → cloves (48 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:30, cumin:114, oregano:85 → cumin (114 / 229) ❌",0.153,13.87,13.87
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",97.81,100.0,97.3,96.12,90.36,96.55,96.43,76.92,"[cumin.real.9511a582c32f.csv] cloves:78, cumin:16, oregano:2 → cloves (78 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, oregano:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:26, oregano:3 → cumin (26 / 29) ✅ | [oregano.real.552189cd9ba7.csv] cloves:95, cumin:0, oregano:0 → cloves (95 / 95) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:28, cumin:0, oregano:1 → cloves (28 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:54, cumin:2, oregano:0 → cloves (54 / 56) ✅",0.145,7.45,7.45
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",97.38,100.0,96.99,95.09,94.93,94.02,97.37,93.27,"[cumin.real.9511a582c32f.csv] cloves:261, cumin:105, oregano:17 → cloves (261 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:332, cumin:25, oregano:26 → cloves (332 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:337, cumin:46, oregano:0 → cloves (337 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:115, oregano:0 → cumin (115 / 115) ✅ | [oregano.real.552189cd9ba7.csv] cloves:378, cumin:3, oregano:0 → cloves (378 / 381) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:108, cumin:7, oregano:0 → cloves (108 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:169, cumin:31, oregano:24 → cloves (169 / 224) ✅",0.144,2.45,2.45
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",99.55,100.0,98.63,100.0,96.36,100.0,100.0,88.24,"[cumin.real.9511a582c32f.csv] cloves:47, cumin:16, oregano:0 → cloves (47 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:58, cumin:5, oregano:0 → cloves (58 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, oregano:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [oregano.real.552189cd9ba7.csv] cloves:62, cumin:1, oregano:0 → cloves (62 / 63) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, oregano:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:30, cumin:7, oregano:0 → cloves (30 / 37) ✅",0.143,3.19,3.19
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['diff_data_like'],99.48,98.31,100.0,100.0,98.08,94.44,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:11, cumin:52, oregano:0 → cumin (52 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:21, cumin:39, oregano:3 → cumin (39 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:58, oregano:5 → cumin (58 / 63) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:17, oregano:1 → cumin (17 / 18) ✅ | [oregano.real.552189cd9ba7.csv] cloves:47, cumin:9, oregano:6 → cloves (47 / 62) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:9, cumin:0, oregano:9 → cloves (9 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:6, cumin:30, oregano:0 → cumin (30 / 36) ❌",0.14,1.4,1.4
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['diff_data_like'],98.12,98.06,99.14,97.03,91.57,100.0,96.43,76.92,"[cumin.real.9511a582c32f.csv] cloves:25, cumin:71, oregano:0 → cumin (71 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:44, cumin:52, oregano:0 → cumin (52 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:33, cumin:63, oregano:0 → cumin (63 / 96) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, oregano:1 → cumin (28 / 29) ✅ | [oregano.real.552189cd9ba7.csv] cloves:87, cumin:6, oregano:2 → cloves (87 / 95) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:27, cumin:2, oregano:0 → cloves (27 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:8, cumin:48, oregano:0 → cumin (48 / 56) ❌",0.14,6.55,6.55
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",92.37,98.27,87.1,91.74,84.48,82.05,89.47,81.73,"[cumin.real.9511a582c32f.csv] cloves:259, cumin:49, oregano:75 → cloves (259 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:278, cumin:44, oregano:61 → cloves (278 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:93, cumin:290, oregano:0 → cumin (290 / 383) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:110, oregano:5 → cumin (110 / 115) ✅ | [oregano.real.552189cd9ba7.csv] cloves:282, cumin:96, oregano:3 → cloves (282 / 381) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:58, cumin:3, oregano:54 → cloves (58 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:48, cumin:45, oregano:131 → oregano (131 / 224) ❌",0.135,7.89,7.89
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['diff_data_like'],98.88,98.7,98.71,99.28,99.08,100.0,100.0,97.06,"[cumin.real.9511a582c32f.csv] cloves:15, cumin:112, oregano:0 → cumin (112 / 127) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:26, cumin:101, oregano:0 → cumin (101 / 127) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:6, cumin:121, oregano:0 → cumin (121 / 127) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:35, oregano:2 → cumin (35 / 37) ✅ | [oregano.real.552189cd9ba7.csv] cloves:115, cumin:11, oregano:0 → cloves (115 / 126) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:29, cumin:8, oregano:0 → cloves (29 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:6, cumin:68, oregano:0 → cumin (68 / 74) ❌",0.134,-0.2,0.2
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['diff_data_like'],97.92,98.39,95.38,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:5, cumin:58, oregano:0 → cumin (58 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:13, cumin:50, oregano:0 → cumin (50 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:2, cumin:61, oregano:0 → cumin (61 / 63) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:17, oregano:1 → cumin (17 / 18) ✅ | [oregano.real.552189cd9ba7.csv] cloves:51, cumin:10, oregano:1 → cloves (51 / 62) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:12, cumin:6, oregano:0 → cloves (12 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:2, cumin:34, oregano:0 → cumin (34 / 36) ❌",0.134,-2.08,2.08
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",51.56,100.0,50.0,0.0,64.71,100.0,83.33,0.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:1, cumin:5, oregano:0 → cumin (5 / 6) ✅ | [oregano.real.552189cd9ba7.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, oregano:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, oregano:0 → cumin (11 / 11) ❌",0.119,-13.15,13.15
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",89.53,96.96,89.46,82.0,88.96,89.74,96.49,79.81,"[cumin.real.9511a582c32f.csv] cloves:218, cumin:125, oregano:40 → cloves (218 / 383) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:257, cumin:86, oregano:40 → cloves (257 / 383) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:153, cumin:230, oregano:0 → cumin (230 / 383) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:112, oregano:3 → cumin (112 / 115) ✅ | [oregano.real.552189cd9ba7.csv] cloves:368, cumin:13, oregano:0 → cloves (368 / 381) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:70, cumin:3, oregano:42 → cloves (70 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:44, cumin:69, oregano:111 → oregano (111 / 224) ❌",0.118,0.57,0.57
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",98.88,100.0,98.67,98.0,94.74,100.0,94.87,88.57,"[cumin.real.9511a582c32f.csv] cloves:110, cumin:18, oregano:0 → cloves (110 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:122, cumin:6, oregano:0 → cloves (122 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, oregano:0 → cumin (39 / 39) ✅ | [oregano.real.552189cd9ba7.csv] cloves:128, cumin:0, oregano:0 → cloves (128 / 128) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:9, oregano:0 → cloves (30 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:71, cumin:4, oregano:0 → cloves (71 / 75) ✅",0.116,4.14,4.14
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['diff_data_like'],99.2,100.0,99.78,97.77,85.67,99.15,99.12,55.77,"[cumin.real.9511a582c32f.csv] cloves:74, cumin:303, oregano:6 → cumin (303 / 383) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:123, cumin:240, oregano:20 → cumin (240 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:121, cumin:262, oregano:0 → cumin (262 / 383) ✅ | [cumin.24c868eadb47.csv] cloves:2, cumin:112, oregano:1 → cumin (112 / 115) ✅ | [oregano.real.552189cd9ba7.csv] cloves:301, cumin:78, oregano:2 → cloves (301 / 381) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:68, cumin:19, oregano:28 → cloves (68 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:37, cumin:187, oregano:0 → cumin (187 / 224) ❌",0.113,13.53,13.53
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],98.54,99.79,99.19,96.53,88.57,99.18,96.64,67.89,"[cumin.real.9511a582c32f.csv] cloves:78, cumin:310, oregano:0 → cumin (310 / 388) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:108, cumin:280, oregano:0 → cumin (280 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:150, cumin:238, oregano:0 → cumin (238 / 388) ✅ | [cumin.24c868eadb47.csv] cloves:2, cumin:113, oregano:5 → cumin (113 / 120) ✅ | [oregano.real.552189cd9ba7.csv] cloves:116, cumin:269, oregano:1 → cumin (269 / 386) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:85, cumin:29, oregano:6 → cloves (85 / 120) ✅ | [cloves.real.64c1deab910f.csv] cloves:23, cumin:206, oregano:0 → cumin (206 / 229) ❌",0.106,9.97,9.97
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",81.25,66.67,75.0,100.0,73.33,40.0,80.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:11, cumin:7, oregano:1 → cloves (11 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:11, cumin:5, oregano:3 → cloves (11 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, oregano:19 → oregano (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:4, oregano:1 → cumin (4 / 5) ✅ | [oregano.real.552189cd9ba7.csv] cloves:3, cumin:0, oregano:16 → oregano (16 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:0, oregano:2 → cloves (3 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:5, cumin:6, oregano:0 → cumin (6 / 11) ❌",0.1,7.92,7.92
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],65.62,100.0,91.3,0.0,70.59,100.0,100.0,0.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, oregano:0 → cumin (6 / 6) ✅ | [oregano.real.552189cd9ba7.csv] cloves:0, cumin:19, oregano:0 → cumin (19 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:4, cumin:2, oregano:0 → cloves (4 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:11, oregano:0 → cumin (11 / 11) ❌",0.095,-4.97,4.97
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['diff_data_like'],98.44,99.07,99.11,97.03,91.57,96.55,100.0,76.92,"[cumin.real.9511a582c32f.csv] cloves:32, cumin:64, oregano:0 → cumin (64 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:52, cumin:39, oregano:5 → cloves (52 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:81, cumin:13, oregano:2 → cloves (81 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:1, cumin:28, oregano:0 → cumin (28 / 29) ✅ | [oregano.real.552189cd9ba7.csv] cloves:89, cumin:0, oregano:6 → cloves (89 / 95) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:21, cumin:0, oregano:8 → cloves (21 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:21, cumin:34, oregano:1 → cumin (34 / 56) ❌",0.073,6.87,6.87
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",99.33,100.0,98.06,100.0,99.08,100.0,100.0,97.06,"[cumin.real.9511a582c32f.csv] cloves:51, cumin:76, oregano:0 → cumin (76 / 127) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:83, cumin:43, oregano:1 → cloves (83 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:113, cumin:14, oregano:0 → cloves (113 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:36, oregano:1 → cumin (36 / 37) ✅ | [oregano.real.552189cd9ba7.csv] cloves:126, cumin:0, oregano:0 → cloves (126 / 126) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:34, cumin:3, oregano:0 → cloves (34 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:18, cumin:56, oregano:0 → cumin (56 / 74) ❌",0.071,0.25,0.25
