Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_nutmeg,Test_Overall,Test_cloves,Test_cumin,Test_nutmeg,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",96.35,98.31,93.24,98.31,92.73,84.21,100.0,94.12,"[cumin.real.9511a582c32f.csv] cloves:52, cumin:0, nutmeg:11 → cloves (52 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:17, cumin:1, nutmeg:0 → cloves (17 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:55, cumin:0, nutmeg:8 → cloves (55 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, nutmeg:0 → cumin (19 / 19) ✅ | [nutmeg.66ddb6a76271.csv] cloves:6, cumin:11, nutmeg:3 → cumin (11 / 20) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:11, cumin:7, nutmeg:1 → cloves (11 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:32, cumin:0, nutmeg:5 → cloves (32 / 37) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌",-0.111,3.62,3.62
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",98.08,100.0,94.48,100.0,97.25,100.0,91.89,100.0,"[cumin.real.9511a582c32f.csv] cloves:123, cumin:4, nutmeg:0 → cloves (123 / 127) ❌ | [nutmeg.bdedca695511.csv] cloves:28, cumin:8, nutmeg:1 → cloves (28 / 37) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:127, cumin:0, nutmeg:0 → cloves (127 / 127) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:127, cumin:0, nutmeg:0 → cloves (127 / 127) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:26, nutmeg:11 → cumin (26 / 37) ✅ | [nutmeg.66ddb6a76271.csv] cloves:3, cumin:29, nutmeg:8 → cumin (29 / 40) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:25, cumin:9, nutmeg:3 → cloves (25 / 37) ✅ | [cloves.real.64c1deab910f.csv] cloves:74, cumin:0, nutmeg:0 → cloves (74 / 74) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:127, cumin:0, nutmeg:0 → cloves (127 / 127) ❌",-0.119,0.83,0.83
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",95.74,100.0,96.64,89.91,89.66,100.0,80.0,88.89,"[cumin.real.9511a582c32f.csv] cloves:39, cumin:55, nutmeg:3 → cumin (55 / 97) ✅ | [nutmeg.bdedca695511.csv] cloves:15, cumin:12, nutmeg:2 → cloves (15 / 29) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:64, cumin:31, nutmeg:2 → cloves (64 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:91, cumin:0, nutmeg:6 → cloves (91 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:28, nutmeg:2 → cumin (28 / 30) ✅ | [nutmeg.66ddb6a76271.csv] cloves:1, cumin:25, nutmeg:6 → cumin (25 / 32) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:20, cumin:9, nutmeg:1 → cloves (20 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:14, cumin:42, nutmeg:1 → cumin (42 / 57) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:90, cumin:6, nutmeg:1 → cloves (90 / 97) ❌",-0.119,6.08,6.08
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],100.0,100.0,100.0,100.0,85.45,100.0,57.89,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, nutmeg:63 → nutmeg (63 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:3, cumin:0, nutmeg:15 → nutmeg (15 / 18) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, nutmeg:63 → nutmeg (63 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, nutmeg:63 → nutmeg (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.66ddb6a76271.csv] cloves:1, cumin:0, nutmeg:19 → nutmeg (19 / 20) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, nutmeg:37 → nutmeg (37 / 37) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:0, cumin:0, nutmeg:63 → nutmeg (63 / 63) ✅",-0.135,14.55,14.55
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",97.5,100.0,97.3,95.0,85.54,96.55,89.29,69.23,"[cumin.real.9511a582c32f.csv] cloves:8, cumin:83, nutmeg:5 → cumin (83 / 96) ✅ | [nutmeg.bdedca695511.csv] cloves:19, cumin:2, nutmeg:7 → cloves (19 / 28) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:1, cumin:91, nutmeg:4 → cumin (91 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:80, cumin:0, nutmeg:16 → cloves (80 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:1, cumin:21, nutmeg:7 → cumin (21 / 29) ✅ | [nutmeg.66ddb6a76271.csv] cloves:2, cumin:4, nutmeg:24 → nutmeg (24 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:15, cumin:13, nutmeg:1 → cloves (15 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:51, nutmeg:5 → cumin (51 / 56) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:88, cumin:2, nutmeg:6 → cloves (88 / 96) ❌",-0.153,11.96,11.96
short_overlap,10,5,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",99.11,100.0,99.58,97.53,84.82,99.15,80.7,73.33,"[cumin.real.9511a582c32f.csv] cloves:118, cumin:209, nutmeg:56 → cumin (209 / 383) ✅ | [nutmeg.bdedca695511.csv] cloves:67, cumin:30, nutmeg:16 → cloves (67 / 113) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:159, cumin:184, nutmeg:40 → cumin (184 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:382, cumin:0, nutmeg:1 → cloves (382 / 383) ❌ | [cumin.24c868eadb47.csv] cloves:2, cumin:57, nutmeg:56 → cumin (57 / 115) ✅ | [nutmeg.66ddb6a76271.csv] cloves:28, cumin:44, nutmeg:50 → nutmeg (50 / 122) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:91, cumin:19, nutmeg:5 → cloves (91 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:30, cumin:150, nutmeg:44 → cumin (150 / 224) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:349, cumin:18, nutmeg:16 → cloves (349 / 383) ❌",-0.157,14.29,14.29
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",73.96,100.0,37.68,89.23,80.77,100.0,44.44,100.0,"[cumin.real.9511a582c32f.csv] cloves:62, cumin:1, nutmeg:0 → cloves (62 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:9, cumin:4, nutmeg:5 → cloves (9 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, nutmeg:12 → nutmeg (12 / 18) ❌ | [nutmeg.66ddb6a76271.csv] cloves:4, cumin:8, nutmeg:7 → cumin (8 / 19) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:18, cumin:0, nutmeg:0 → cloves (18 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:36, cumin:0, nutmeg:0 → cloves (36 / 36) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:63, cumin:0, nutmeg:0 → cloves (63 / 63) ❌",-0.175,-6.81,6.81
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],98.86,100.0,99.16,97.25,73.56,100.0,26.67,96.3,"[cumin.real.9511a582c32f.csv] cloves:71, cumin:0, nutmeg:26 → cloves (71 / 97) ❌ | [nutmeg.bdedca695511.csv] cloves:1, cumin:0, nutmeg:28 → nutmeg (28 / 29) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:36, cumin:0, nutmeg:61 → nutmeg (61 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:90, cumin:0, nutmeg:7 → cloves (90 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:15, cumin:0, nutmeg:15 → cloves (15 / 30) ❌ | [nutmeg.66ddb6a76271.csv] cloves:1, cumin:0, nutmeg:31 → nutmeg (31 / 32) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:4, cumin:0, nutmeg:53 → nutmeg (53 / 57) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌",-0.198,25.3,25.3
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",95.31,100.0,94.2,92.31,78.85,100.0,55.56,81.25,"[cumin.real.9511a582c32f.csv] cloves:35, cumin:26, nutmeg:2 → cloves (35 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:13, cumin:1, nutmeg:4 → cloves (13 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:53, cumin:10, nutmeg:0 → cloves (53 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:30, cumin:0, nutmeg:33 → nutmeg (33 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, nutmeg:12 → nutmeg (12 / 18) ❌ | [nutmeg.66ddb6a76271.csv] cloves:1, cumin:0, nutmeg:18 → nutmeg (18 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:9, cumin:8, nutmeg:1 → cloves (9 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:8, cumin:28, nutmeg:0 → cumin (28 / 36) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:55, cumin:1, nutmeg:7 → cloves (55 / 63) ❌",-0.203,16.46,16.46
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",65.62,100.0,0.0,70.0,60.0,100.0,0.0,80.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:4, cumin:0, nutmeg:1 → cloves (4 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:3, cumin:0, nutmeg:2 → cloves (3 / 5) ❌ | [nutmeg.66ddb6a76271.csv] cloves:4, cumin:0, nutmeg:2 → cloves (4 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, nutmeg:0 → cloves (11 / 11) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌",-0.23,5.62,5.62
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",100.0,100.0,100.0,100.0,94.23,88.89,100.0,93.75,"[cumin.real.9511a582c32f.csv] cloves:2, cumin:61, nutmeg:0 → cumin (61 / 63) ✅ | [nutmeg.bdedca695511.csv] cloves:13, cumin:2, nutmeg:3 → cloves (13 / 18) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:63, nutmeg:0 → cumin (63 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:39, cumin:21, nutmeg:3 → cloves (39 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:8, nutmeg:10 → nutmeg (10 / 18) ❌ | [nutmeg.66ddb6a76271.csv] cloves:1, cumin:0, nutmeg:18 → nutmeg (18 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:11, cumin:7, nutmeg:0 → cloves (11 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:36, nutmeg:0 → cumin (36 / 36) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:57, cumin:2, nutmeg:4 → cloves (57 / 63) ❌",-0.253,5.77,5.77
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,91.57,100.0,89.29,84.62,"[cumin.real.9511a582c32f.csv] cloves:11, cumin:72, nutmeg:13 → cumin (72 / 96) ✅ | [nutmeg.bdedca695511.csv] cloves:21, cumin:6, nutmeg:1 → cloves (21 / 28) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:9, cumin:76, nutmeg:11 → cumin (76 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, nutmeg:0 → cloves (96 / 96) ❌ | [cumin.24c868eadb47.csv] cloves:1, cumin:25, nutmeg:3 → cumin (25 / 29) ✅ | [nutmeg.66ddb6a76271.csv] cloves:12, cumin:15, nutmeg:3 → cumin (15 / 30) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:27, cumin:2, nutmeg:0 → cloves (27 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:2, cumin:53, nutmeg:1 → cumin (53 / 56) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:92, cumin:4, nutmeg:0 → cloves (92 / 96) ❌",-0.267,8.43,8.43
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",99.72,100.0,99.17,100.0,95.4,100.0,93.33,92.59,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:52, nutmeg:45 → cumin (52 / 97) ✅ | [nutmeg.bdedca695511.csv] cloves:19, cumin:8, nutmeg:2 → cloves (19 / 29) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:66, nutmeg:31 → cumin (66 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, nutmeg:1 → cloves (96 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, nutmeg:0 → cumin (30 / 30) ✅ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:26, nutmeg:6 → cumin (26 / 32) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:14, cumin:14, nutmeg:2 → cloves (14 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:8, cumin:37, nutmeg:12 → cumin (37 / 57) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:83, cumin:3, nutmeg:11 → cloves (83 / 97) ❌",-0.293,4.32,4.32
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],98.01,100.0,96.64,97.22,75.86,100.0,30.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, nutmeg:97 → nutmeg (97 / 97) ❌ | [nutmeg.bdedca695511.csv] cloves:0, cumin:0, nutmeg:29 → nutmeg (29 / 29) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, nutmeg:97 → nutmeg (97 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:6, cumin:0, nutmeg:91 → nutmeg (91 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, nutmeg:30 → nutmeg (30 / 30) ❌ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:0, nutmeg:32 → nutmeg (32 / 32) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, nutmeg:30 → nutmeg (30 / 30) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, nutmeg:57 → nutmeg (57 / 57) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:0, cumin:0, nutmeg:97 → nutmeg (97 / 97) ✅",-0.326,22.15,22.15
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],97.4,100.0,95.77,96.72,96.36,100.0,89.47,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, nutmeg:63 → nutmeg (63 / 63) ❌ | [nutmeg.bdedca695511.csv] cloves:0, cumin:0, nutmeg:18 → nutmeg (18 / 18) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, nutmeg:63 → nutmeg (63 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:2, cumin:0, nutmeg:61 → nutmeg (61 / 63) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:0, nutmeg:20 → nutmeg (20 / 20) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, nutmeg:37 → nutmeg (37 / 37) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:0, cumin:0, nutmeg:63 → nutmeg (63 / 63) ✅",-0.33,1.04,1.04
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],90.62,85.71,90.91,95.24,88.24,100.0,66.67,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:0, cumin:0, nutmeg:5 → nutmeg (5 / 5) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:0, cumin:0, nutmeg:6 → nutmeg (6 / 6) ❌ | [nutmeg.66ddb6a76271.csv] cloves:0, cumin:0, nutmeg:6 → nutmeg (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:0, cumin:0, nutmeg:6 → nutmeg (6 / 6) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, nutmeg:11 → nutmeg (11 / 11) ❌ | [nutmeg.real.5d851bb92ab1.csv] cloves:0, cumin:0, nutmeg:19 → nutmeg (19 / 19) ✅",-0.333,2.38,2.38
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,84.38,100.0,78.26,75.0,64.71,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ❌ | [nutmeg.66ddb6a76271.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, nutmeg:0 → cloves (11 / 11) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌",-0.333,19.67,19.67
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]",None,92.19,100.0,78.26,100.0,70.59,100.0,16.67,100.0,"[cumin.real.9511a582c32f.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [nutmeg.bdedca695511.csv] cloves:5, cumin:0, nutmeg:0 → cloves (5 / 5) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌ | [cumin.24c868eadb47.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ❌ | [nutmeg.66ddb6a76271.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, nutmeg:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, nutmeg:0 → cloves (11 / 11) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:19, cumin:0, nutmeg:0 → cloves (19 / 19) ❌",-0.333,21.6,21.6
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",None,92.05,100.0,81.82,94.39,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌ | [nutmeg.bdedca695511.csv] cloves:29, cumin:0, nutmeg:0 → cloves (29 / 29) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ❌ | [nutmeg.66ddb6a76271.csv] cloves:32, cumin:0, nutmeg:0 → cloves (32 / 32) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, nutmeg:0 → cloves (57 / 57) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌",-0.333,26.53,26.53
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",None,92.05,100.0,81.51,94.44,65.52,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌ | [nutmeg.bdedca695511.csv] cloves:29, cumin:0, nutmeg:0 → cloves (29 / 29) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌ | [cumin.24c868eadb47.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ❌ | [nutmeg.66ddb6a76271.csv] cloves:32, cumin:0, nutmeg:0 → cloves (32 / 32) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:30, cumin:0, nutmeg:0 → cloves (30 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:57, cumin:0, nutmeg:0 → cloves (57 / 57) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:97, cumin:0, nutmeg:0 → cloves (97 / 97) ❌",-0.333,26.53,26.53
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",['standard_scaler'],99.78,100.0,100.0,99.31,73.04,100.0,20.51,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [nutmeg.bdedca695511.csv] cloves:38, cumin:0, nutmeg:0 → cloves (38 / 38) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ❌ | [nutmeg.66ddb6a76271.csv] cloves:41, cumin:0, nutmeg:0 → cloves (41 / 41) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, nutmeg:0 → cloves (75 / 75) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌",-0.333,26.74,26.74
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['standard_scaler'],99.78,100.0,100.0,99.3,73.04,100.0,20.51,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [nutmeg.bdedca695511.csv] cloves:38, cumin:0, nutmeg:0 → cloves (38 / 38) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ❌ | [nutmeg.66ddb6a76271.csv] cloves:41, cumin:0, nutmeg:0 → cloves (41 / 41) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, nutmeg:0 → cloves (75 / 75) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌",-0.333,26.74,26.74
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5]",None,92.86,100.0,80.89,98.58,66.09,100.0,0.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [nutmeg.bdedca695511.csv] cloves:38, cumin:0, nutmeg:0 → cloves (38 / 38) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌ | [cumin.24c868eadb47.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ❌ | [nutmeg.66ddb6a76271.csv] cloves:41, cumin:0, nutmeg:0 → cloves (41 / 41) ❌ | [cloves.1b9dd5b1eab8.csv] cloves:39, cumin:0, nutmeg:0 → cloves (39 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:75, cumin:0, nutmeg:0 → cloves (75 / 75) ✅ | [nutmeg.real.5d851bb92ab1.csv] cloves:128, cumin:0, nutmeg:0 → cloves (128 / 128) ❌",-0.333,26.77,26.77
