Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_cloves,Train_cumin,Train_almond,Test_Overall,Test_cloves,Test_cumin,Test_almond,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],90.62,79.17,100.0,94.12,94.44,83.33,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:10, almond:9 → cumin (10 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:4, almond:15 → almond (15 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:6 → almond (6 / 6) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, almond:0 → cumin (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:2, almond:1 → cloves (3 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:4, almond:7 → almond (7 / 11) ❌",0.371,-3.82,3.82
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['diff_data_like'],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:20, cumin:75, almond:1 → cumin (75 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:31, cumin:60, almond:5 → cumin (60 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:16, cumin:80, almond:0 → cumin (80 / 96) ✅ | [almond.77e42e4a9108.csv] cloves:7, cumin:0, almond:22 → almond (22 / 29) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, almond:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:20, cumin:0, almond:9 → cloves (20 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:7, cumin:49, almond:0 → cumin (49 / 56) ❌",0.366,0.0,0.0
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",84.38,88.0,58.82,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:12, cumin:7, almond:0 → cloves (12 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:16, cumin:0, almond:3 → cloves (16 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:1, cumin:0, almond:4 → almond (4 / 5) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:4, almond:1 → cumin (4 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:3, cumin:0, almond:2 → cloves (3 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:11, cumin:0, almond:0 → cloves (11 / 11) ✅",0.344,-15.62,15.62
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['diff_data_like'],100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:5, cumin:58, almond:0 → cumin (58 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:20, cumin:42, almond:1 → cumin (42 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:1, cumin:41, almond:21 → cumin (41 / 63) ✅ | [almond.77e42e4a9108.csv] cloves:5, cumin:0, almond:13 → almond (13 / 18) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:18, almond:0 → cumin (18 / 18) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:10, cumin:8, almond:0 → cloves (10 / 18) ✅ | [cloves.real.64c1deab910f.csv] cloves:6, cumin:30, almond:0 → cumin (30 / 36) ❌",0.336,0.0,0.0
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],98.66,96.0,100.0,100.0,98.25,94.74,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:2, cumin:61, almond:0 → cumin (61 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:17, cumin:11, almond:35 → almond (35 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:63, almond:0 → cumin (63 / 63) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:4, cumin:0, almond:15 → almond (15 / 19) ❌ | [cloves.real.64c1deab910f.csv] cloves:12, cumin:15, almond:10 → cumin (15 / 37) ❌",0.317,0.41,0.41
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",98.78,96.71,99.79,99.8,96.16,92.62,96.64,99.19,"[cumin.real.9511a582c32f.csv] cloves:72, cumin:272, almond:44 → cumin (272 / 388) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:108, cumin:130, almond:150 → almond (150 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:70, cumin:318, almond:0 → cumin (318 / 388) ✅ | [almond.77e42e4a9108.csv] cloves:8, cumin:0, almond:113 → almond (113 / 121) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:120, almond:0 → cumin (120 / 120) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:45, cumin:12, almond:63 → almond (63 / 120) ❌ | [cloves.real.64c1deab910f.csv] cloves:44, cumin:107, almond:78 → cumin (107 / 229) ❌",0.297,2.62,2.62
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],97.89,94.83,99.58,99.22,95.34,90.16,95.8,100.0,"[cumin.real.9511a582c32f.csv] cloves:11, cumin:261, almond:116 → cumin (261 / 388) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:69, cumin:162, almond:157 → cumin (162 / 388) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:388, almond:0 → cumin (388 / 388) ✅ | [almond.77e42e4a9108.csv] cloves:13, cumin:2, almond:106 → almond (106 / 121) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:114, almond:6 → cumin (114 / 120) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:44, cumin:17, almond:59 → almond (59 / 120) ❌ | [cloves.real.64c1deab910f.csv] cloves:12, cumin:123, almond:94 → cumin (123 / 229) ❌",0.293,2.55,2.55
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",98.3,96.4,98.39,100.0,97.7,96.55,96.43,100.0,"[cumin.real.9511a582c32f.csv] cloves:49, cumin:18, almond:29 → cloves (49 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:23, cumin:0, almond:73 → almond (73 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:12, cumin:84, almond:0 → cumin (84 / 96) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:29 → almond (29 / 29) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, almond:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:25, cumin:0, almond:4 → cloves (25 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:10, cumin:0, almond:46 → almond (46 / 56) ❌",0.235,0.6,0.6
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5]",['highpass_fft_batch'],99.43,100.0,99.11,99.22,98.9,100.0,96.67,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:81, almond:16 → cumin (81 / 97) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:24, almond:73 → almond (73 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:7, cumin:90, almond:0 → cumin (90 / 97) ✅ | [almond.77e42e4a9108.csv] cloves:1, cumin:0, almond:29 → almond (29 / 30) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, almond:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:7, cumin:1, almond:22 → almond (22 / 30) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:38, almond:19 → cumin (38 / 57) ❌",0.225,0.53,0.53
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],99.72,100.0,100.0,99.19,98.9,100.0,96.67,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:41, almond:56 → almond (56 / 97) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:13, almond:84 → almond (84 / 97) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:78, almond:0 → cumin (78 / 97) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:30 → almond (30 / 30) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:30, almond:0 → cumin (30 / 30) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:28, cumin:1, almond:1 → cloves (28 / 30) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:15, almond:42 → almond (42 / 57) ❌",0.222,0.82,0.82
long_overlap,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],99.55,98.75,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:21, almond:42 → almond (42 / 63) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:5, almond:58 → almond (58 / 63) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:63, almond:0 → cumin (63 / 63) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:3, almond:34 → almond (34 / 37) ❌",0.213,-0.45,0.45
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",53.12,100.0,14.29,36.84,83.33,100.0,50.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:16, cumin:3, almond:0 → cloves (16 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:18, cumin:1, almond:0 → cloves (18 / 19) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:3, cumin:0, almond:3 → cloves (3 / 6) ❌ | [cumin.24c868eadb47.csv] cloves:1, cumin:5, almond:0 → cumin (5 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:10, cumin:1, almond:0 → cloves (10 / 11) ✅",0.193,-30.21,30.21
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],99.79,99.34,100.0,100.0,97.48,95.0,97.44,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:39, almond:89 → almond (89 / 128) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:9, almond:119 → almond (119 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:32, cumin:96, almond:0 → cumin (96 / 128) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:39 → almond (39 / 39) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, almond:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:34, cumin:0, almond:5 → cloves (34 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:7, almond:68 → almond (68 / 75) ❌",0.156,2.31,2.31
medium_overlap,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",100.0,100.0,100.0,100.0,97.48,95.0,97.44,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:109, almond:19 → cumin (109 / 128) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:82, almond:46 → cumin (82 / 128) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:128, cumin:0, almond:0 → cloves (128 / 128) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:39 → almond (39 / 39) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:39, almond:0 → cumin (39 / 39) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:24, cumin:6, almond:9 → cloves (24 / 39) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:18, almond:57 → almond (57 / 75) ❌",0.152,2.52,2.52
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",93.75,100.0,83.33,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:0, cumin:12, almond:7 → cumin (12 / 19) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:5, almond:14 → almond (14 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:19, cumin:0, almond:0 → cloves (19 / 19) ❌ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:6 → almond (6 / 6) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:6, almond:0 → cumin (6 / 6) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:6, cumin:0, almond:0 → cloves (6 / 6) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:1, almond:10 → almond (10 / 11) ❌",0.141,-6.25,6.25
no_overlap_long,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",96.88,92.0,100.0,100.0,93.75,80.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:1, cumin:2, almond:16 → almond (16 / 19) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:0, cumin:0, almond:19 → almond (19 / 19) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [almond.77e42e4a9108.csv] cloves:0, cumin:0, almond:5 → almond (5 / 5) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:5, almond:0 → cumin (5 / 5) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:4, cumin:0, almond:1 → cloves (4 / 5) ✅ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:0, almond:11 → almond (11 / 11) ❌",0.137,3.13,3.13
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:27, cumin:68, almond:1 → cumin (68 / 96) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:28, cumin:54, almond:14 → cumin (54 / 96) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, almond:0 → cloves (96 / 96) ❌ | [almond.77e42e4a9108.csv] cloves:4, cumin:0, almond:25 → almond (25 / 29) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, almond:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:22, cumin:0, almond:7 → cloves (22 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:6, cumin:50, almond:0 → cumin (50 / 56) ❌",0.125,0.0,0.0
short_overlap,10,5,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:107, cumin:276, almond:0 → cumin (276 / 383) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:166, cumin:207, almond:10 → cumin (207 / 383) ❌ | [cumin.real.ce4fed0b0313.csv] cloves:381, cumin:2, almond:0 → cloves (381 / 383) ❌ | [almond.77e42e4a9108.csv] cloves:24, cumin:0, almond:92 → almond (92 / 116) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:115, almond:0 → cumin (115 / 115) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:86, cumin:13, almond:16 → cloves (86 / 115) ✅ | [cloves.real.64c1deab910f.csv] cloves:27, cumin:197, almond:0 → cumin (197 / 224) ❌",0.121,0.0,0.0
no_overlap_short,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",99.72,100.0,100.0,99.15,98.85,100.0,96.43,100.0,"[cumin.real.9511a582c32f.csv] cloves:52, cumin:32, almond:12 → cloves (52 / 96) ❌ | [cloves.real.8f94d1b40f0a.csv] cloves:37, cumin:27, almond:32 → cloves (37 / 96) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:96, cumin:0, almond:0 → cloves (96 / 96) ❌ | [almond.77e42e4a9108.csv] cloves:1, cumin:5, almond:23 → almond (23 / 29) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:29, almond:0 → cumin (29 / 29) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:23, cumin:4, almond:2 → cloves (23 / 29) ✅ | [cloves.real.64c1deab910f.csv] cloves:3, cumin:19, almond:34 → almond (34 / 56) ❌",0.118,0.87,0.87
long_overlap,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",91.07,98.7,90.14,84.21,100.0,100.0,100.0,100.0,"[cumin.real.9511a582c32f.csv] cloves:27, cumin:36, almond:0 → cumin (36 / 63) ✅ | [cloves.real.8f94d1b40f0a.csv] cloves:32, cumin:15, almond:16 → cloves (32 / 63) ✅ | [cumin.real.ce4fed0b0313.csv] cloves:63, cumin:0, almond:0 → cloves (63 / 63) ❌ | [almond.77e42e4a9108.csv] cloves:1, cumin:0, almond:18 → almond (18 / 19) ✅ | [cumin.24c868eadb47.csv] cloves:0, cumin:19, almond:0 → cumin (19 / 19) ✅ | [cloves.1b9dd5b1eab8.csv] cloves:4, cumin:3, almond:12 → almond (12 / 19) ❌ | [cloves.real.64c1deab910f.csv] cloves:0, cumin:15, almond:22 → almond (22 / 37) ❌",0.114,-8.93,8.93
