Config,Window,Stride,Channels,Data_Processing,Train_Overall,Train_bodai,Train_chienan,Train_go,Train_reihai,Train_rendai,Online_Details,Final_Vote_Accuracy,Overfitting_Gap,Abs_Overfitting_Gap
no_overlap_short_no_benzene_no_alcohol,20,20,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],42.8,44.92,28.95,23.58,68.26,48.03,"[rendai.c6effaa6260e.csv] bodai:35, chienan:4, go:5, reihai:1, rendai:51 → rendai (51 / 96) ✅ | [bodai.a4c24f0cd466.csv] bodai:48, chienan:11, go:13, reihai:1, rendai:24 → bodai (48 / 97) ✅ | [go.6152c50431f8.csv] bodai:41, chienan:4, go:15, reihai:1, rendai:36 → bodai (41 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:97, rendai:0 → reihai (97 / 97) ✅ | [chienan.58b3fecd3230.csv] bodai:45, chienan:26, go:14, reihai:0, rendai:11 → bodai (45 / 96) ❌",0.227,42.8,42.8
no_overlap_long_no_benzene_no_alcohol,100,100,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",37.05,52.27,0.0,65.91,67.39,0.0,"[rendai.c6effaa6260e.csv] bodai:5, chienan:0, go:13, reihai:0, rendai:1 → go (13 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:12, chienan:0, go:7, reihai:0, rendai:0 → bodai (12 / 19) ✅ | [go.6152c50431f8.csv] bodai:6, chienan:0, go:13, reihai:0, rendai:0 → go (13 / 19) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:9, chienan:0, go:10, reihai:0, rendai:0 → go (10 / 19) ❌",0.221,37.05,37.05
no_overlap_short_no_benzene,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",63.21,80.35,65.2,32.89,76.61,61.47,"[rendai.c6effaa6260e.csv] bodai:38, chienan:0, go:5, reihai:2, rendai:50 → rendai (50 / 95) ✅ | [bodai.a4c24f0cd466.csv] bodai:67, chienan:4, go:5, reihai:0, rendai:20 → bodai (67 / 96) ✅ | [go.6152c50431f8.csv] bodai:46, chienan:3, go:11, reihai:2, rendai:34 → bodai (46 / 96) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:96, rendai:0 → reihai (96 / 96) ✅ | [chienan.58b3fecd3230.csv] bodai:62, chienan:20, go:1, reihai:2, rendai:10 → bodai (62 / 95) ❌",0.218,63.21,63.21
medium_overlap_no_benzene_no_alcohol,30,15,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",44.6,30.0,35.55,51.31,67.74,38.19,"[rendai.c6effaa6260e.csv] bodai:22, chienan:13, go:55, reihai:0, rendai:38 → go (55 / 128) ❌ | [bodai.a4c24f0cd466.csv] bodai:18, chienan:29, go:63, reihai:1, rendai:17 → go (63 / 128) ❌ | [go.6152c50431f8.csv] bodai:22, chienan:11, go:82, reihai:0, rendai:13 → go (82 / 128) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:128, rendai:0 → reihai (128 / 128) ✅ | [chienan.58b3fecd3230.csv] bodai:37, chienan:47, go:38, reihai:0, rendai:6 → chienan (47 / 128) ✅",0.217,44.6,44.6
long_overlap_no_benzene_no_alcohol,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],43.21,0.0,63.27,58.71,69.44,23.13,"[rendai.c6effaa6260e.csv] bodai:0, chienan:7, go:46, reihai:0, rendai:10 → go (46 / 63) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:25, go:35, reihai:0, rendai:3 → go (35 / 63) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:11, go:46, reihai:0, rendai:6 → go (46 / 63) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:40, go:23, reihai:0, rendai:0 → chienan (40 / 63) ✅",0.216,43.21,43.21
long_overlap_no_benzene,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",61.82,61.81,65.75,38.85,84.46,59.57,"[rendai.c6effaa6260e.csv] bodai:17, chienan:1, go:2, reihai:1, rendai:42 → rendai (42 / 63) ✅ | [bodai.a4c24f0cd466.csv] bodai:29, chienan:6, go:6, reihai:0, rendai:22 → bodai (29 / 63) ✅ | [go.6152c50431f8.csv] bodai:25, chienan:0, go:12, reihai:0, rendai:26 → rendai (26 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:43, chienan:6, go:3, reihai:4, rendai:7 → bodai (43 / 63) ❌",0.206,61.82,61.82
medium_overlap_no_benzene,30,15,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",58.51,32.53,66.78,49.68,73.81,69.31,"[rendai.c6effaa6260e.csv] bodai:12, chienan:1, go:17, reihai:0, rendai:96 → rendai (96 / 126) ✅ | [bodai.a4c24f0cd466.csv] bodai:24, chienan:10, go:11, reihai:0, rendai:82 → rendai (82 / 127) ❌ | [go.6152c50431f8.csv] bodai:15, chienan:1, go:45, reihai:0, rendai:66 → rendai (66 / 127) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:127, rendai:0 → reihai (127 / 127) ✅ | [chienan.58b3fecd3230.csv] bodai:29, chienan:54, go:2, reihai:2, rendai:39 → chienan (54 / 126) ✅",0.205,58.51,58.51
long_overlap_first_6,60,30,"[0, 1, 2, 3, 4, 5]","['diff_data_like', 'highpass_fft_batch']",53.4,76.03,66.67,45.89,32.17,45.7,"[rendai.c6effaa6260e.csv] bodai:9, chienan:0, go:9, reihai:2, rendai:42 → rendai (42 / 62) ✅ | [bodai.a4c24f0cd466.csv] bodai:36, chienan:0, go:4, reihai:7, rendai:16 → bodai (36 / 63) ✅ | [go.6152c50431f8.csv] bodai:12, chienan:0, go:25, reihai:0, rendai:26 → rendai (26 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:4, go:0, reihai:45, rendai:14 → reihai (45 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:34, chienan:17, go:1, reihai:8, rendai:2 → bodai (34 / 62) ❌",0.2,53.4,53.4
short_overlap_first_4,10,5,"[0, 1, 2, 3]",['diff_data_like'],41.7,37.87,63.39,12.75,49.57,44.42,"[rendai.c6effaa6260e.csv] bodai:55, chienan:72, go:35, reihai:62, rendai:157 → rendai (157 / 381) ✅ | [bodai.a4c24f0cd466.csv] bodai:146, chienan:171, go:19, reihai:4, rendai:43 → chienan (171 / 383) ❌ | [go.6152c50431f8.csv] bodai:51, chienan:170, go:60, reihai:22, rendai:80 → chienan (170 / 383) ❌ | [reihai.03498d9d973f.csv] bodai:3, chienan:5, go:0, reihai:370, rendai:5 → reihai (370 / 383) ✅ | [chienan.58b3fecd3230.csv] bodai:94, chienan:190, go:21, reihai:25, rendai:51 → chienan (190 / 381) ✅",0.197,41.7,41.7
no_overlap_short_no_benzene,20,20,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",58.07,73.95,55.51,32.02,72.69,55.6,"[rendai.c6effaa6260e.csv] bodai:37, chienan:2, go:3, reihai:0, rendai:54 → rendai (54 / 96) ✅ | [bodai.a4c24f0cd466.csv] bodai:49, chienan:4, go:3, reihai:0, rendai:41 → bodai (49 / 97) ✅ | [go.6152c50431f8.csv] bodai:40, chienan:0, go:13, reihai:0, rendai:44 → rendai (44 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:97, rendai:0 → reihai (97 / 97) ✅ | [chienan.58b3fecd3230.csv] bodai:72, chienan:2, go:4, reihai:4, rendai:14 → bodai (72 / 96) ❌",0.173,58.07,58.07
no_overlap_short_no_benzene_no_alcohol,20,20,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",42.45,13.5,52.19,1.3,68.7,77.97,"[rendai.c6effaa6260e.csv] bodai:3, chienan:16, go:0, reihai:1, rendai:76 → rendai (76 / 96) ✅ | [bodai.a4c24f0cd466.csv] bodai:7, chienan:33, go:0, reihai:0, rendai:57 → rendai (57 / 97) ❌ | [go.6152c50431f8.csv] bodai:7, chienan:11, go:0, reihai:0, rendai:79 → rendai (79 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:97, rendai:0 → reihai (97 / 97) ✅ | [chienan.58b3fecd3230.csv] bodai:11, chienan:45, go:1, reihai:1, rendai:38 → chienan (45 / 96) ✅",0.172,42.45,42.45
short_overlap_first_4,10,5,"[0, 1, 2, 3]","['diff_data_like', 'highpass_fft_batch']",31.14,44.42,50.11,2.89,35.35,22.26,"[rendai.c6effaa6260e.csv] bodai:103, chienan:73, go:7, reihai:117, rendai:81 → reihai (117 / 381) ❌ | [bodai.a4c24f0cd466.csv] bodai:142, chienan:141, go:3, reihai:59, rendai:38 → bodai (142 / 383) ✅ | [go.6152c50431f8.csv] bodai:89, chienan:110, go:11, reihai:79, rendai:94 → chienan (110 / 383) ❌ | [reihai.03498d9d973f.csv] bodai:66, chienan:39, go:7, reihai:198, rendai:73 → reihai (198 / 383) ✅ | [chienan.58b3fecd3230.csv] bodai:120, chienan:177, go:5, reihai:47, rendai:32 → chienan (177 / 381) ✅",0.152,31.14,31.14
short_overlap_first_4,10,5,"[0, 1, 2, 3]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",34.79,49.29,35.7,10.67,39.27,38.49,"[rendai.c6effaa6260e.csv] bodai:84, chienan:33, go:13, reihai:117, rendai:134 → rendai (134 / 381) ✅ | [bodai.a4c24f0cd466.csv] bodai:164, chienan:87, go:18, reihai:49, rendai:65 → bodai (164 / 383) ✅ | [go.6152c50431f8.csv] bodai:83, chienan:57, go:46, reihai:66, rendai:131 → rendai (131 / 383) ❌ | [reihai.03498d9d973f.csv] bodai:50, chienan:22, go:18, reihai:206, rendai:87 → reihai (206 / 383) ✅ | [chienan.58b3fecd3230.csv] bodai:138, chienan:117, go:22, reihai:41, rendai:63 → bodai (138 / 381) ❌",0.123,34.79,34.79
no_overlap_short_first_6,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",48.04,73.25,56.83,26.75,26.58,56.74,"[rendai.c6effaa6260e.csv] bodai:29, chienan:0, go:0, reihai:14, rendai:52 → rendai (52 / 95) ✅ | [bodai.a4c24f0cd466.csv] bodai:60, chienan:4, go:0, reihai:12, rendai:20 → bodai (60 / 96) ✅ | [go.6152c50431f8.csv] bodai:34, chienan:2, go:0, reihai:19, rendai:41 → rendai (41 / 96) ❌ | [reihai.03498d9d973f.csv] bodai:2, chienan:7, go:0, reihai:45, rendai:42 → reihai (45 / 96) ✅ | [chienan.58b3fecd3230.csv] bodai:57, chienan:18, go:0, reihai:7, rendai:13 → bodai (57 / 95) ❌",0.123,48.04,48.04
no_overlap_short_first_4,20,20,"[0, 1, 2, 3]",['highpass_fft_batch'],35.24,34.87,55.75,16.23,52.4,17.32,"[rendai.c6effaa6260e.csv] bodai:24, chienan:15, go:9, reihai:27, rendai:21 → reihai (27 / 96) ❌ | [bodai.a4c24f0cd466.csv] bodai:35, chienan:30, go:8, reihai:10, rendai:14 → bodai (35 / 97) ✅ | [go.6152c50431f8.csv] bodai:16, chienan:17, go:18, reihai:21, rendai:25 → rendai (25 / 97) ❌ | [reihai.03498d9d973f.csv] bodai:10, chienan:17, go:10, reihai:41, rendai:19 → reihai (41 / 97) ✅ | [chienan.58b3fecd3230.csv] bodai:32, chienan:34, go:9, reihai:16, rendai:5 → chienan (34 / 96) ✅",0.12,35.24,35.24
no_overlap_long_no_benzene_no_alcohol,100,100,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['diff_data_like'],42.86,6.67,54.35,2.27,73.33,77.27,"[rendai.c6effaa6260e.csv] bodai:1, chienan:4, go:0, reihai:2, rendai:12 → rendai (12 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:3, chienan:16, go:0, reihai:0, rendai:0 → chienan (16 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:11, go:1, reihai:0, rendai:7 → chienan (11 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:5, chienan:7, go:0, reihai:0, rendai:7 → chienan (7 / 19) ✅",0.116,42.86,42.86
medium_overlap_first_4,30,15,"[0, 1, 2, 3]",['highpass_fft_batch'],49.48,59.03,37.54,27.12,53.55,69.58,"[rendai.c6effaa6260e.csv] bodai:37, chienan:13, go:17, reihai:7, rendai:54 → rendai (54 / 128) ✅ | [bodai.a4c24f0cd466.csv] bodai:66, chienan:21, go:24, reihai:2, rendai:15 → bodai (66 / 128) ✅ | [go.6152c50431f8.csv] bodai:30, chienan:12, go:40, reihai:3, rendai:43 → rendai (43 / 128) ❌ | [reihai.03498d9d973f.csv] bodai:30, chienan:5, go:11, reihai:29, rendai:53 → rendai (53 / 128) ❌ | [chienan.58b3fecd3230.csv] bodai:39, chienan:46, go:25, reihai:4, rendai:14 → chienan (46 / 128) ✅",0.109,49.48,49.48
short_overlap_first_4,10,5,"[0, 1, 2, 3]","['standard_scaler', 'highpass_fft_batch']",34.81,28.09,49.1,40.0,21.83,34.58,"[rendai.c6effaa6260e.csv] bodai:76, chienan:106, go:68, reihai:43, rendai:93 → chienan (106 / 386) ❌ | [bodai.a4c24f0cd466.csv] bodai:84, chienan:133, go:97, reihai:26, rendai:48 → chienan (133 / 388) ❌ | [go.6152c50431f8.csv] bodai:48, chienan:77, go:172, reihai:31, rendai:60 → go (172 / 388) ✅ | [reihai.03498d9d973f.csv] bodai:59, chienan:90, go:42, reihai:100, rendai:97 → reihai (100 / 388) ✅ | [chienan.58b3fecd3230.csv] bodai:69, chienan:175, go:86, reihai:23, rendai:33 → chienan (175 / 386) ✅",0.107,34.81,34.81
no_overlap_short_no_benzene_no_alcohol,20,20,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",47.23,33.05,23.56,32.14,70.18,79.09,"[rendai.c6effaa6260e.csv] bodai:10, chienan:2, go:5, reihai:0, rendai:78 → rendai (78 / 95) ✅ | [bodai.a4c24f0cd466.csv] bodai:17, chienan:8, go:32, reihai:0, rendai:39 → rendai (39 / 96) ❌ | [go.6152c50431f8.csv] bodai:8, chienan:4, go:30, reihai:0, rendai:54 → rendai (54 / 96) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:96, rendai:0 → reihai (96 / 96) ✅ | [chienan.58b3fecd3230.csv] bodai:25, chienan:19, go:30, reihai:2, rendai:19 → go (30 / 95) ❌",0.107,47.23,47.23
long_overlap_first_4,60,30,"[0, 1, 2, 3]","['standard_scaler', 'highpass_fft_batch']",51.9,40.85,48.63,48.7,61.49,59.59,"[rendai.c6effaa6260e.csv] bodai:13, chienan:14, go:15, reihai:1, rendai:20 → rendai (20 / 63) ✅ | [bodai.a4c24f0cd466.csv] bodai:15, chienan:30, go:16, reihai:0, rendai:2 → chienan (30 / 63) ❌ | [go.6152c50431f8.csv] bodai:12, chienan:15, go:30, reihai:1, rendai:5 → go (30 / 63) ✅ | [reihai.03498d9d973f.csv] bodai:15, chienan:5, go:9, reihai:4, rendai:30 → rendai (30 / 63) ❌ | [chienan.58b3fecd3230.csv] bodai:7, chienan:34, go:19, reihai:2, rendai:1 → chienan (34 / 63) ✅",0.076,51.9,51.9
long_overlap_first_6,60,30,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",64.13,51.05,69.66,64.05,75.17,60.27,"[rendai.c6effaa6260e.csv] bodai:10, chienan:2, go:15, reihai:5, rendai:31 → rendai (31 / 63) ✅ | [bodai.a4c24f0cd466.csv] bodai:34, chienan:1, go:11, reihai:5, rendai:12 → bodai (34 / 63) ✅ | [go.6152c50431f8.csv] bodai:8, chienan:0, go:37, reihai:5, rendai:13 → go (37 / 63) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:5, go:0, reihai:7, rendai:51 → rendai (51 / 63) ❌ | [chienan.58b3fecd3230.csv] bodai:29, chienan:11, go:3, reihai:7, rendai:13 → bodai (29 / 63) ❌",0.07,64.13,64.13
medium_overlap_first_4,30,15,"[0, 1, 2, 3]","['standard_scaler', 'highpass_fft_batch']",42.32,52.58,37.54,26.14,37.74,57.28,"[rendai.c6effaa6260e.csv] bodai:39, chienan:28, go:12, reihai:7, rendai:42 → rendai (42 / 128) ✅ | [bodai.a4c24f0cd466.csv] bodai:60, chienan:37, go:16, reihai:1, rendai:14 → bodai (60 / 128) ✅ | [go.6152c50431f8.csv] bodai:38, chienan:18, go:45, reihai:0, rendai:27 → go (45 / 128) ✅ | [reihai.03498d9d973f.csv] bodai:26, chienan:13, go:13, reihai:18, rendai:58 → rendai (58 / 128) ❌ | [chienan.58b3fecd3230.csv] bodai:49, chienan:46, go:18, reihai:3, rendai:12 → bodai (49 / 128) ❌",0.062,42.32,42.32
no_overlap_long_no_benzene_no_alcohol,100,100,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",41.96,27.27,27.91,2.22,67.39,82.61,"[rendai.c6effaa6260e.csv] bodai:3, chienan:2, go:0, reihai:0, rendai:14 → rendai (14 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:5, chienan:5, go:0, reihai:0, rendai:9 → rendai (9 / 19) ❌ | [go.6152c50431f8.csv] bodai:2, chienan:2, go:1, reihai:0, rendai:14 → rendai (14 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:6, chienan:6, go:0, reihai:0, rendai:7 → rendai (7 / 19) ❌",0.032,41.96,41.96
no_overlap_long_first_6,100,100,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'diff_data_like']",50.89,23.26,51.11,31.82,82.61,63.04,"[rendai.c6effaa6260e.csv] bodai:1, chienan:0, go:0, reihai:10, rendai:8 → reihai (10 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:10, chienan:9, go:0, reihai:0, rendai:0 → bodai (10 / 19) ✅ | [go.6152c50431f8.csv] bodai:1, chienan:8, go:1, reihai:2, rendai:7 → chienan (8 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:8, chienan:5, go:0, reihai:0, rendai:6 → bodai (8 / 19) ❌",0.032,50.89,50.89
no_overlap_short_first_6,20,20,"[0, 1, 2, 3, 4, 5]","['standard_scaler', 'highpass_fft_batch']",52.78,33.76,70.18,65.2,65.5,30.3,"[rendai.c6effaa6260e.csv] bodai:10, chienan:4, go:29, reihai:27, rendai:26 → go (29 / 96) ❌ | [bodai.a4c24f0cd466.csv] bodai:20, chienan:21, go:31, reihai:14, rendai:11 → go (31 / 97) ❌ | [go.6152c50431f8.csv] bodai:6, chienan:7, go:49, reihai:29, rendai:6 → go (49 / 97) ✅ | [reihai.03498d9d973f.csv] bodai:0, chienan:16, go:5, reihai:58, rendai:18 → reihai (58 / 97) ✅ | [chienan.58b3fecd3230.csv] bodai:31, chienan:27, go:11, reihai:21, rendai:6 → bodai (31 / 96) ❌",0.032,52.78,52.78
no_overlap_short_first_4,20,20,"[0, 1, 2, 3]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",35.54,29.39,65.47,20.96,38.81,23.53,"[rendai.c6effaa6260e.csv] bodai:11, chienan:23, go:12, reihai:29, rendai:20 → reihai (29 / 95) ❌ | [bodai.a4c24f0cd466.csv] bodai:23, chienan:50, go:11, reihai:6, rendai:6 → chienan (50 / 96) ❌ | [go.6152c50431f8.csv] bodai:10, chienan:30, go:27, reihai:15, rendai:14 → chienan (30 / 96) ❌ | [reihai.03498d9d973f.csv] bodai:10, chienan:8, go:9, reihai:43, rendai:26 → reihai (43 / 96) ✅ | [chienan.58b3fecd3230.csv] bodai:18, chienan:55, go:5, reihai:7, rendai:10 → chienan (55 / 95) ✅",-0.022,35.54,35.54
no_overlap_long_no_benzene_no_alcohol,100,100,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]",['highpass_fft_batch'],42.41,0.0,93.48,0.0,65.91,51.11,"[rendai.c6effaa6260e.csv] bodai:0, chienan:10, go:0, reihai:0, rendai:9 → chienan (10 / 19) ❌ | [bodai.a4c24f0cd466.csv] bodai:0, chienan:15, go:0, reihai:0, rendai:4 → chienan (15 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:13, go:0, reihai:0, rendai:6 → chienan (13 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:0, chienan:16, go:0, reihai:0, rendai:3 → chienan (16 / 19) ✅",-0.032,42.41,42.41
no_overlap_long_no_benzene,100,100,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'highpass_fft_batch']",48.66,44.44,10.87,34.88,67.39,86.36,"[rendai.c6effaa6260e.csv] bodai:3, chienan:0, go:0, reihai:0, rendai:16 → rendai (16 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:4, chienan:2, go:0, reihai:0, rendai:13 → rendai (13 / 19) ❌ | [go.6152c50431f8.csv] bodai:6, chienan:0, go:0, reihai:0, rendai:13 → rendai (13 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:6, chienan:1, go:0, reihai:0, rendai:12 → rendai (12 / 19) ❌",-0.032,48.66,48.66
long_overlap_no_benzene_no_alcohol,60,30,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like']",48.64,23.97,58.67,36.62,69.18,53.95,"[rendai.c6effaa6260e.csv] bodai:1, chienan:9, go:19, reihai:0, rendai:33 → rendai (33 / 62) ✅ | [bodai.a4c24f0cd466.csv] bodai:13, chienan:48, go:2, reihai:0, rendai:0 → chienan (48 / 63) ❌ | [go.6152c50431f8.csv] bodai:1, chienan:37, go:17, reihai:0, rendai:8 → chienan (37 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:6, chienan:23, go:30, reihai:1, rendai:2 → go (30 / 62) ❌",-0.06,48.64,48.64
long_overlap_first_4,60,30,"[0, 1, 2, 3]",['highpass_fft_batch'],41.98,13.29,42.47,43.87,44.97,65.03,"[rendai.c6effaa6260e.csv] bodai:8, chienan:5, go:32, reihai:2, rendai:16 → go (32 / 63) ❌ | [bodai.a4c24f0cd466.csv] bodai:4, chienan:31, go:25, reihai:0, rendai:3 → chienan (31 / 63) ❌ | [go.6152c50431f8.csv] bodai:3, chienan:3, go:43, reihai:0, rendai:14 → go (43 / 63) ✅ | [reihai.03498d9d973f.csv] bodai:2, chienan:11, go:16, reihai:4, rendai:30 → rendai (30 / 63) ❌ | [chienan.58b3fecd3230.csv] bodai:2, chienan:30, go:23, reihai:1, rendai:7 → chienan (30 / 63) ✅",-0.063,41.98,41.98
no_overlap_long_no_benzene_no_alcohol,100,100,"[0, 1, 2, 3, 5, 7, 8, 9, 10, 11]","['diff_data_like', 'highpass_fft_batch']",47.77,62.79,19.57,0.0,67.39,88.89,"[rendai.c6effaa6260e.csv] bodai:1, chienan:0, go:0, reihai:0, rendai:18 → rendai (18 / 19) ✅ | [bodai.a4c24f0cd466.csv] bodai:4, chienan:1, go:0, reihai:0, rendai:14 → rendai (14 / 19) ❌ | [go.6152c50431f8.csv] bodai:0, chienan:0, go:0, reihai:0, rendai:19 → rendai (19 / 19) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:19, rendai:0 → reihai (19 / 19) ✅ | [chienan.58b3fecd3230.csv] bodai:10, chienan:4, go:0, reihai:0, rendai:5 → bodai (10 / 19) ❌",-0.063,47.77,47.77
long_overlap_no_benzene,60,30,"[0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",55.03,48.65,44.67,20.98,67.35,92.57,"[rendai.c6effaa6260e.csv] bodai:6, chienan:0, go:0, reihai:0, rendai:56 → rendai (56 / 62) ✅ | [bodai.a4c24f0cd466.csv] bodai:17, chienan:0, go:0, reihai:0, rendai:46 → rendai (46 / 63) ❌ | [go.6152c50431f8.csv] bodai:5, chienan:0, go:0, reihai:0, rendai:58 → rendai (58 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:0, chienan:0, go:0, reihai:63, rendai:0 → reihai (63 / 63) ✅ | [chienan.58b3fecd3230.csv] bodai:37, chienan:0, go:0, reihai:1, rendai:24 → bodai (37 / 62) ❌",-0.069,55.03,55.03
long_overlap_first_4,60,30,"[0, 1, 2, 3]","['standard_scaler', 'diff_data_like', 'highpass_fft_batch']",36.01,19.73,81.21,8.39,19.59,49.66,"[rendai.c6effaa6260e.csv] bodai:5, chienan:22, go:1, reihai:10, rendai:24 → rendai (24 / 62) ✅ | [bodai.a4c24f0cd466.csv] bodai:11, chienan:41, go:2, reihai:2, rendai:7 → chienan (41 / 63) ❌ | [go.6152c50431f8.csv] bodai:7, chienan:20, go:10, reihai:12, rendai:14 → chienan (20 / 63) ❌ | [reihai.03498d9d973f.csv] bodai:1, chienan:6, go:3, reihai:17, rendai:36 → rendai (36 / 63) ❌ | [chienan.58b3fecd3230.csv] bodai:3, chienan:48, go:3, reihai:5, rendai:3 → chienan (48 / 62) ✅",-0.076,36.01,36.01
medium_overlap_first_4,30,15,"[0, 1, 2, 3]","['diff_data_like', 'highpass_fft_batch']",34.51,40.49,53.55,20.78,2.02,55.08,"[rendai.c6effaa6260e.csv] bodai:31, chienan:17, go:22, reihai:0, rendai:56 → rendai (56 / 126) ✅ | [bodai.a4c24f0cd466.csv] bodai:45, chienan:48, go:15, reihai:1, rendai:18 → chienan (48 / 127) ❌ | [go.6152c50431f8.csv] bodai:29, chienan:20, go:37, reihai:1, rendai:40 → rendai (40 / 127) ❌ | [reihai.03498d9d973f.csv] bodai:13, chienan:3, go:13, reihai:4, rendai:94 → rendai (94 / 127) ❌ | [chienan.58b3fecd3230.csv] bodai:40, chienan:64, go:9, reihai:0, rendai:13 → chienan (64 / 126) ✅",-0.096,34.51,34.51
